paper_id,category,title,abstract,type,year,venue,doi,url
ac40123de90d564e110473a9ecb4f3b3f6a92daf,medicine,Telocytes in regenerative medicine,"Telocytes (TCs) are a distinct type of interstitial cells characterized by a small cell body and extremely long and thin telopodes (Tps). The presence of TCs has been documented in many tissues and organs (go to http://www.telocytes.com). Functionally, TCs form a three‐dimensional (3D) interstitial network by homocellular and heterocellular communication and are involved in the maintenance of tissue homeostasis. As important interstitial cells to guide or nurse putative stem and progenitor cells in stem cell niches in a spectrum of tissues and organs, TCs contribute to tissue repair and regeneration. This review focuses on the latest progresses regarding TCs in the repair and regeneration of different tissues and organs, including heart, lung, skeletal muscle, skin, meninges and choroid plexus, eye, liver, uterus and urinary system. By targeting TCs alone or in tandem with stem cells, we might promote regeneration and prevent the evolution to irreversible tissue damage. Exploring pharmacological or non‐pharmacological methods to enhance the growth of TCs would be a novel therapeutic strategy besides exogenous transplantation for many diseased disorders.",human,2015,Journal of Cellular and Molecular Medicine,10.1111/jcmm.12594,https://www.semanticscholar.org/paper/ac40123de90d564e110473a9ecb4f3b3f6a92daf
468595139d6327eb134fb684cdd72ce83a29b560,business,What Is (Business) Management? Laying the Ground for a Philosophy of Management,"This article critically examines the foundational question of what constitutes business management, moving beyond prevailing political and control-oriented paradigms to lay the groundwork for a philosophy of management. By juxtaposing ancient and contemporary definitions, the study challenges the self-evident conceptualization of management as mere managerial power or mechanism of control. Employing an explorative and confrontational philosophical method, the paper identifies limitations in traditional theories and introduces a framework comprising six dimensions—management control, people management, asset management and entrepreneurial action, participation, responsive action, and constituting meaning—that collectively capture the multifaceted nature of business management. This framework aims to open new avenues for philosophical and empirical inquiry, encouraging a more nuanced understanding of management that transcends reductionist models and addresses its broader organizational, social, and ethical implications.",machine,2019,Philosophy of Management,10.1007/s40926-019-00126-9,https://www.semanticscholar.org/paper/468595139d6327eb134fb684cdd72ce83a29b560
00e978b5dd22de9192698fd26da2c41d13cac0b8,physics,TWO-PERIOD GREEN'S FUNCTION IN STATISTICAL PHYSICS,"Various aspects of the application of Green's functions in statistical physics are reviewed, and the future applications of two-period functions (retarding and advancing) are analyzed. The principle properties of the two- period Green's function and their simplest application in irreversible process theory, in the theory of superconductors, in ferromagnetics, and in electron- lattice reactions in common metals and semiconductors are discussed. It is also shown that the causal Green's functions can be successfully replaced with retarding and advancing Green's functions in the analytical expansion of the complex plane. Statistical mechanics sometimes employs the Motsubara temperature Green's functions which are not related to time; however, they are less adaptable than the temperature-time Green's functions. (R.V.J.)",human,1960,,10.3367/UFNR.0071.196005C.0071,https://www.semanticscholar.org/paper/00e978b5dd22de9192698fd26da2c41d13cac0b8
9313a2c642124fe301fb2cab295e562aa411b60b,sociology,Social Control Theory and Delinquency.,"This dissertation examines the relationship between social control theory and delinquency, with a focus on extending Travis Hirschi’s influential model by incorporating the effects of educational experiences and social class background. Drawing on longitudinal data from the Marion County Youth Study, which followed a panel of male high school juniors from 1964 to 1967, the research replicates and expands upon Hirschi’s findings regarding the formation and stability of the social bond in adolescence. The study finds that while the social bond is initially formed within the family, its elements can change over time in response to school experiences and class position. Contrary to Hirschi’s assertion that social class is unrelated to delinquency or bond strength, this research demonstrates significant associations between social class, changes in the social bond, and rates of delinquent behavior. The results suggest that both primary group socialization and secondary institutional factors such as educational policies play important roles in shaping adolescent delinquency, highlighting the need for a more comprehensive model of social control that accounts for broader structural influences.",machine,1981,,10.15760/ETD.857,https://www.semanticscholar.org/paper/9313a2c642124fe301fb2cab295e562aa411b60b
61caae848a7168aa64e36a273591a587595fc80e,biology,On the Economics and Biology of Trust,"This paper examines the multifaceted nature of trust by integrating insights from economics and biology, focusing on its definition, measurement, and causal role in economic outcomes. Employing a behavioral definition rooted in preferences and beliefs, the study reviews experimental, neurobiological, and genetic evidence to demonstrate that trust is not merely a function of risk-taking or beliefs about others’ trustworthiness, but is also shaped by social preferences such as betrayal aversion. The analysis highlights that both survey and behavioral measures of trust are influenced by individual risk attitudes and social preferences, and that differences in national and ethnic trust can be traced to variations in these underlying factors. The paper also addresses the endogeneity of trust beliefs and critically evaluates existing empirical approaches to establishing the causal impact of trust on aggregate economic variables. Despite substantial progress in understanding the determinants and correlates of trust, the paper concludes that robust evidence for its independent causal effect on economic performance remains elusive, underscoring the need for further research using more rigorous identification strategies.",machine,2009,Social Science Research Network,10.2139/ssrn.1361689,https://www.semanticscholar.org/paper/61caae848a7168aa64e36a273591a587595fc80e
eec952b10bc6f7fda81d4533d5ee1e3728706caf,sociology,Handbook of constructionist research,"The Handbook of Constructionist Research, edited by James A. Holstein and Jaber F. Gubrium, offers a comprehensive exploration of the diverse and evolving field of constructionist inquiry within sociology and related disciplines. Rather than seeking to rigidly define constructionism, the volume presents a mosaic of theoretical, methodological, and empirical contributions that collectively illustrate the versatility and richness of constructionist approaches. Spanning historical context, multidisciplinary perspectives, epistemological debates, and practical strategies, the handbook addresses key areas such as identity, health, gender, race, ethnicity, and national belonging through a constructionist lens. Notable sections highlight innovative methodologies like autoethnography and examine the social processes underlying medical knowledge and expertise. The final part engages with ongoing challenges and intersections with other research paradigms, stimulating critical reflection on the future directions of constructionist research. While some emerging topics are underrepresented, the handbook remains an essential resource for scholars and doctoral students seeking to deepen their understanding of social construction and to innovate within sociological research methodologies.",machine,2009,QMiP bulletin,10.53841/bpsqmip.2009.1.7.49,https://www.semanticscholar.org/paper/eec952b10bc6f7fda81d4533d5ee1e3728706caf
4c07e7e5781ff2a7e1501274053521e33a6c6344,biology,Host Biology in Light of the Microbiome: Ten Principles of Holobionts and Hologenomes,"The holobiont and hologenome concepts redefine animals and plants as integrated units comprising hosts and their symbiotic microbes, challenging traditional, nucleocentric views of biology. This essay synthesizes historical and contemporary perspectives to articulate ten foundational principles that clarify the nature, scope, and implications of holobionts and hologenomes. These principles distinguish holobionts from other biological assemblages, position the hologenome as a comprehensive gene system, and highlight the roles of both selection and neutrality in shaping host-microbe associations. The framework extends classical evolutionary theory by incorporating intergenomic interactions, mechanisms of inheritance beyond Mendelian genetics, and multilevel selection. By providing a predictive and testable foundation, this work aims to unify subdisciplines across the life sciences and catalyze hypothesis-driven research that fully integrates microbiology into our understanding of host biology.",machine,2015,PLoS Biology,10.1371/journal.pbio.1002226,https://www.semanticscholar.org/paper/4c07e7e5781ff2a7e1501274053521e33a6c6344
a40a0e897d705442c46b89b347e2ade8adfb03e7,education,'Translanguaging' as a socially just pedagogy,"This article examines translanguaging as a socially just pedagogy within the context of South African higher education, where English dominance perpetuates colonial legacies and disadvantages multilingual students. Drawing on theoretical frameworks of decoloniality and language as a social practice, the authors analyze the implementation of translanguaging pedagogies in an introductory course at the University of Cape Town. Through lecturer reflections, classroom practices, and student assessments, the study demonstrates how translanguaging empowers students marginalized by English monolingualism, fosters greater participation, and affirms linguistic identities. The findings highlight positive student responses and suggest that multilingual pedagogies are essential for addressing structural inequalities and advancing social justice in postcolonial educational settings.",machine,2017,,10.17159/1947-9417/2017/2015,https://www.semanticscholar.org/paper/a40a0e897d705442c46b89b347e2ade8adfb03e7
11c9cd271caab60db0ff33e6e6ee9625fbb43460,biology,Systems biology and genomics of breast cancer.,"Breast cancer is now recognized as a heterogeneous disease comprising multiple subtypes with distinct molecular and clinical characteristics. Systems biology approaches, particularly gene expression profiling using DNA microarrays, have enabled the identification of intrinsic breast cancer subtypes—luminal A, luminal B, HER2-enriched, basal-like, and normal breast-like—which are conserved across populations and stages of disease. These subtypes, defined by unique gene expression signatures and validated across numerous independent datasets, correlate strongly with hormone receptor status, genetic alterations, prognosis, and response to therapy. The development of robust classification tools such as the Single Sample Predictor and the PAM50 gene set has facilitated reproducible subtype assignment in clinical samples, including formalin-fixed tissues. Understanding the biology underlying each subtype has revealed key differences in tumor behavior, genetic mutations, and therapeutic vulnerabilities, underscoring the importance of molecular taxonomy in guiding personalized breast cancer management and advancing research into tumor progression and metastasis.",machine,2011,Cold Spring Harbor Perspectives in Biology,10.1101/cshperspect.a003293,https://www.semanticscholar.org/paper/11c9cd271caab60db0ff33e6e6ee9625fbb43460
e3ad973cbaaae8e28aa237c13fc5328ed4eb752d,materials science,"Avogadro: an advanced semantic chemical editor, visualization, and analysis platform","The Avogadro project has developed an advanced molecule editor and visualizer designed for cross-platform use in computational chemistry, molecular modeling, bioinformatics, materials science, and related areas. It offers flexible, high quality rendering, and a powerful plugin architecture. Typical uses include building molecular structures, formatting input files, and analyzing output of a wide variety of computational chemistry packages. By using the CML file format as its native document type, Avogadro seeks to enhance the semantic accessibility of chemical data types.ResultsThe work presented here details the Avogadro library, which is a framework providing a code library and application programming interface (API) with three-dimensional visualization capabilities; and has direct applications to research and education in the fields of chemistry, physics, materials science, and biology. The Avogadro application provides a rich graphical interface using dynamically loaded plugins through the library itself. The application and library can each be extended by implementing a plugin module in C++ or Python to explore different visualization techniques, build/manipulate molecular structures, and interact with other programs. We describe some example extensions, one which uses a genetic algorithm to find stable crystal structures, and one which interfaces with the PackMol program to create packed, solvated structures for molecular dynamics simulations. The 1.0 release series of Avogadro is the main focus of the results discussed here.ConclusionsAvogadro offers a semantic chemical builder and platform for visualization and analysis. For users, it offers an easy-to-use builder, integrated support for downloading from common databases such as PubChem and the Protein Data Bank, extracting chemical data from a wide variety of formats, including computational chemistry output, and native, semantic support for the CML file format. For developers, it can be easily extended via a powerful plugin mechanism to support new features in organic chemistry, inorganic complexes, drug design, materials, biomolecules, and simulations. Avogadro is freely available under an open-source license from http://avogadro.openmolecules.net.",human,2012,Journal of Cheminformatics,10.1186/1758-2946-4-17,https://www.semanticscholar.org/paper/e3ad973cbaaae8e28aa237c13fc5328ed4eb752d
00e978b5dd22de9192698fd26da2c41d13cac0b8,physics,TWO-PERIOD GREEN'S FUNCTION IN STATISTICAL PHYSICS,"This paper presents a comprehensive analysis of two-period (two-time) Green's functions within the framework of statistical physics, emphasizing their foundational role in the study of systems with a large number of interacting particles. Building on the formalism of quantum field theory, the work introduces temperature-dependent two-time Green's functions—causal, retarded, and advanced—as generalizations of correlation functions, highlighting their advantages for calculating observable quantities and constructing equations of motion. The spectral representations of these functions are discussed, demonstrating their utility in addressing the challenges posed by continuous energy spectra and large system sizes, where traditional perturbation theory encounters difficulties. The paper explores applications to the theory of irreversible processes, ideal quantum gases, superconductivity, ferromagnetism, and electron-lattice interactions in metals and semiconductors. By employing two-time retarded and advanced Green's functions instead of conventional causal functions, the approach facilitates analytic continuation in the complex plane and provides a unified framework for tackling a wide range of problems in quantum statistical mechanics. The results underscore the effectiveness and versatility of two-period Green's function methods for analyzing equilibrium and nonequilibrium phenomena in many-body systems.",machine,1960,,10.3367/UFNR.0071.196005C.0071,https://www.semanticscholar.org/paper/00e978b5dd22de9192698fd26da2c41d13cac0b8
2a0a4c9723521b72de063e42d176cca953b71a72,environmental science,A conceptual framework for integrated STEM education,"The global urgency to improve STEM education may be driven by environmental and social impacts of the twenty-first century which in turn jeopardizes global security and economic stability. The complexity of these global factors reach beyond just helping students achieve high scores in math and science assessments. Friedman (The world is flat: A brief history of the twenty-first century, 2005) helped illustrate the complexity of a global society, and educators must help students prepare for this global shift. In response to these challenges, the USA experienced massive STEM educational reforms in the last two decades. In practice, STEM educators lack cohesive understanding of STEM education. Therefore, they could benefit from a STEM education conceptual framework. The process of integrating science, technology, engineering, and mathematics in authentic contexts can be as complex as the global challenges that demand a new generation of STEM experts. Educational researchers indicate that teachers struggle to make connections across the STEM disciplines. Consequently, students are often disinterested in science and math when they learn in an isolated and disjoined manner missing connections to crosscutting concepts and real-world applications. The following paper will operationalize STEM education key concepts and blend learning theories to build an integrated STEM education framework to assist in further researching integrated STEM education.",human,2016,,10.1186/S40594-016-0046-Z,https://www.semanticscholar.org/paper/2a0a4c9723521b72de063e42d176cca953b71a72
800c486652e119ff865c491ae41661bd383655b2,engineering,Introduction to chemical engineering thermodynamics,"This comprehensive text provides a foundational and advanced exploration of chemical engineering thermodynamics, systematically covering the principles, laws, and applications essential to the discipline. Beginning with fundamental concepts such as energy, work, heat, and state functions, the book progresses through the first and second laws of thermodynamics, volumetric properties of pure fluids, heat effects, and entropy. It addresses the thermodynamic properties of fluids, flow processes, power generation from heat, refrigeration, and liquefaction. The treatment extends to solution thermodynamics, phase equilibria, vapor-liquid equilibrium (VLE), and chemical-reaction equilibria, integrating theoretical frameworks with practical applications. Emphasis is placed on the use of equations of state, property correlations, and computational methods for analyzing real-world chemical processes. The text is supported by extensive tables, diagrams, and example problems to facilitate understanding and application in engineering practice. This work serves as both an instructional resource for students and a reference for practicing engineers seeking a thorough grounding in chemical engineering thermodynamics.",machine,1949,,10.1021/ed027p584.3,https://www.semanticscholar.org/paper/800c486652e119ff865c491ae41661bd383655b2
52c5ab6d23e311acd9302cbd32f7cf008f6d1370,education,Pedagogical content knowledge in science education: perspectives and potential for progress,"Pedagogical content knowledge (PCK), since its inception as teacher‐specific professional knowledge, has been researched extensively. Drawing on a wide range of literature, this paper seeks to clarify how the potential offered by PCK could be utilised to further develop science teacher education. An analysis of PCK models proposed by various researchers, together with methods of elucidating PCK in experienced and novice teachers, is provided. The paper argues that making PCK more explicit in the teacher education process may help novices adjust to teaching, as well as aiding experienced teachers in developing more reflective practices.",human,2009,,10.1080/03057260903142285,https://www.semanticscholar.org/paper/52c5ab6d23e311acd9302cbd32f7cf008f6d1370
92266f110426c6bfcd4eb362399d02bcc9c7db49,engineering,Energy band-gap engineering of graphene nanoribbons.,"We investigate electronic transport in lithographically patterned graphene ribbon structures where the lateral confinement of charge carriers creates an energy gap near the charge neutrality point. Individual graphene layers are contacted with metal electrodes and patterned into ribbons of varying widths and different crystallographic orientations. The temperature dependent conductance measurements show larger energy gaps opening for narrower ribbons. The sizes of these energy gaps are investigated by measuring the conductance in the nonlinear response regime at low temperatures. We find that the energy gap scales inversely with the ribbon width, thus demonstrating the ability to engineer the band gap of graphene nanostructures by lithographic processes.",human,2007,Physical Review Letters,10.1103/PhysRevLett.98.206805,https://www.semanticscholar.org/paper/92266f110426c6bfcd4eb362399d02bcc9c7db49
9323dc35f5d1b11e70842f77b450f5977da562d0,materials science,Biostimulants in Plant Science: A Global Perspective,"This review provides a comprehensive global analysis of plant biostimulants, examining their diverse origins, mechanisms of action, and roles in enhancing plant productivity and stress resilience. The paper traces the historical development of biostimulant science, clarifies conceptual definitions to distinguish biostimulants from fertilizers, plant growth regulators, and protective compounds, and highlights the challenges posed by their complex compositions and undefined modes of action. Emphasizing the importance of efficacy and safety validation over precise mechanistic elucidation, the authors advocate for a science-based framework for biostimulant classification, regulation, and application. The review synthesizes methodological advances, including chemical characterization, agronomic trials, and -omics technologies, and underscores the potential of biostimulants to uncover novel biological pathways and contribute to sustainable agricultural innovation.",machine,2017,Frontiers in Plant Science,10.3389/fpls.2016.02049,https://www.semanticscholar.org/paper/9323dc35f5d1b11e70842f77b450f5977da562d0
6b28e709170db446c3a553a5b09a94f907c703b3,physics,The Physics of Cosmic Acceleration,"The discovery of cosmic acceleration has fundamentally challenged our understanding of gravity and the large-scale dynamics of the universe, prompting a surge of theoretical and observational research in cosmology and fundamental physics. This review summarizes the evidence for accelerated expansion, primarily from supernovae, cosmic microwave background measurements, and large-scale structure surveys, and explores leading theoretical frameworks proposed to explain it. The simplest explanation invokes a cosmological constant, but its unnaturally small value relative to quantum field theory expectations motivates alternatives such as dynamical dark energy (e.g., quintessence, mass-varying neutrinos, phantom energy) and modifications to general relativity (including scalar-tensor theories, f(R) gravity, and braneworld models). Each scenario introduces new parameters or fine-tuning issues and raises the coincidence problem regarding the timing of acceleration. The review discusses how current and future experiments—probing the expansion history, growth of structure, and potential deviations from Lorentz invariance—can help discriminate among these models. Ultimately, resolving the physics of cosmic acceleration will require both deeper theoretical insight and more precise observational data to determine whether the phenomenon arises from new energy components or a breakdown of general relativity on cosmological scales.",machine,2009,,10.1146/annurev-nucl-010709-151330,https://www.semanticscholar.org/paper/6b28e709170db446c3a553a5b09a94f907c703b3
988a8fa6c2fed0b27c3d2aa8e8fe2b161a6356cc,physics,Plasma physics of liquids—A focused review,"The interaction of plasma with liquids has led to various established industrial implementations as well as promising applications, including high-voltage switching, chemical analysis, nanomaterial synthesis, and plasma medicine. Along with these numerous accomplishments, the physics of plasma in liquid or in contact with a liquid surface has emerged as a bipartite research field, for which we introduce here the term “plasma physics of liquids.” Despite the intensive research investments during the recent decennia, this field is plagued by some controversies and gaps in knowledge, which might restrict further progress. The main difficulties in understanding revolve around the basic mechanisms of plasma initiation in the liquid phase and the electrical interactions at a plasma-liquid interface, which require an interdisciplinary approach. This review aims to provide the wide applied physics community with a general overview of the field, as well as the opportunities for interdisciplinary research on topics, such as nanobubbles and the floating water bridge, and involving the research domains of amorphous semiconductors, solid state physics, thermodynamics, material science, analytical chemistry, electrochemistry, and molecular dynamics simulations. In addition, we provoke awareness of experts in the field on yet underappreciated question marks. Accordingly, a strategy for future experimental and simulation work is proposed.",human,2018,Applied Physics Reviews,10.1063/1.5020511,https://www.semanticscholar.org/paper/988a8fa6c2fed0b27c3d2aa8e8fe2b161a6356cc
18eea73da10b25f843293897103d1c4fcfb9f26e,engineering,Engineering and the Problem of Moral Overload,"When thinking about ethics, technology is often only mentioned as the source of our problems, not as a potential solution to our moral dilemmas. When thinking about technology, ethics is often only mentioned as a constraint on developments, not as a source and spring of innovation. In this paper, we argue that ethics can be the source of technological development rather than just a constraint and technological progress can create moral progress rather than just moral problems. We show this by an analysis of how technology can contribute to the solution of so-called moral overload or moral dilemmas. Such dilemmas typically create a moral residue that is the basis of a second-order principle that tells us to reshape the world so that we can meet all our moral obligations. We can do so, among other things, through guided technological innovation.",human,2011,Science and Engineering Ethics,10.1007/s11948-011-9277-z,https://www.semanticscholar.org/paper/18eea73da10b25f843293897103d1c4fcfb9f26e
7ab567cf3e6ca5629e37b003f7ad4bff1b16ca2b,economics,The Virtues and Vices of Equilibrium and the Future of Financial Economics,"The use of equilibrium models in economics springs from the desire for parsimonious models of economic phenomena that take human reasoning into account. This approach has been the cornerstone of modern economic theory. We explain why this is so, extolling the virtues of equilibrium theory; then we present a critique and describe why this approach is inherently limited, and why economics needs to move in new directions if it is to continue to make progress. We stress that this shouldn't be a question of dogma, but should be resolved empirically. There are situations where equilibrium models provide useful predictions and there are situations where they can never provide useful predictions. There are also many situations where the jury is still out, i.e., where so far they fail to provide a good description of the world, but where proper extensions might change this. Our goal is to convince the skeptics that equilibrium models can be useful, but also to make traditional economists more aware of the limitations of equilibrium models. We sketch some alternative approaches and discuss why they should play an important role in future research in economics.",human,2008,Complex,10.1002/cplx.20261,https://www.semanticscholar.org/paper/7ab567cf3e6ca5629e37b003f7ad4bff1b16ca2b
cecee6982fb7fd759514bfab9f732f78dd8de8d3,physics,"Physics and financial economics (1776–2014): puzzles, Ising and agent-based models","This review traces the historical and conceptual interplay between physics and financial economics from the late 18th century to the present, highlighting how physical models and concepts have informed economic thought and vice versa. It examines key puzzles in financial economics, such as the volatility smile and excess volatility, through the contrasting lenses of economics and physics. The paper explores the application of the Ising model and its generalizations to social and financial systems, drawing analogies between statistical mechanics (e.g., Boltzmann factor, logit models) and decision-making in markets. Recent developments including quantum decision theory and agent-based models (ABMs) are discussed as powerful tools for capturing heterogeneity, out-of-equilibrium dynamics, and collective phenomena such as bubbles and crashes. The review introduces the “Emerging Market Intelligence Hypothesis” to reconcile persistent market inefficiencies with near-efficient outcomes, and argues that evolutionary biology is increasingly influential in modeling financial markets. Overall, the paper underscores the value of interdisciplinary approaches—particularly those rooted in complex systems science—for understanding the adaptive, dynamic, and often unpredictable nature of financial markets.",machine,2014,Reports on progress in physics. Physical Society,10.1088/0034-4885/77/6/062001,https://www.semanticscholar.org/paper/cecee6982fb7fd759514bfab9f732f78dd8de8d3
eed5318f3c5ebb4f2a3d7b7d6687ada04fadec6f,economics,Discrete convex analysis: A tool for economics and game theory,"This paper introduces discrete convex analysis as a foundational framework for addressing economic and game-theoretic models characterized by indivisibilities. Discrete convex analysis extends classical convex analysis to discrete settings, distinguishing between M-convexity and L-convexity for functions on integer or binary domains and elucidating their conjugacy relationship. A central insight is the equivalence between M-concavity and the gross substitutes property, which underpins key results in market equilibrium theory. The paper surveys fundamental theorems such as discrete separation and fixed point theorems, demonstrating their implications for equilibrium existence and the lattice structure of price vectors. Additionally, it highlights algorithmic developments, including iterative auction mechanisms derived from discrete convex analysis, and explores applications to matching markets, assignment problems, and submodular flows. By providing rigorous definitions, structural results, and computational tools, this work establishes discrete convex analysis as a versatile and powerful tool for economic theory and combinatorial optimization in environments with discrete choices.",machine,2016,,10.22574/JMID.2016.12.005,https://www.semanticscholar.org/paper/eed5318f3c5ebb4f2a3d7b7d6687ada04fadec6f
eaa297a60da9e93cab13ada065aaac0797a33fa7,physics,Ultracold atomic gases in optical lattices: mimicking condensed matter physics and beyond,"We review recent developments in the physics of ultracold atomic and molecular gases in optical lattices. Such systems are nearly perfect realisations of various kinds of Hubbard models, and as such may very well serve to mimic condensed matter phenomena. We show how these systems may be employed as quantum simulators to answer some challenging open questions of condensed matter, and even high energy physics. After a short presentation of the models and the methods of treatment of such systems, we discuss in detail, which challenges of condensed matter physics can be addressed with (i) disordered ultracold lattice gases, (ii) frustrated ultracold gases, (iii) spinor lattice gases, (iv) lattice gases in “artificial” magnetic fields, and, last but not least, (v) quantum information processing in lattice gases. For completeness, also some recent progress related to the above topics with trapped cold gases will be discussed. Motto: There are more things in heaven and earth, Horatio, Than are dreamt of in your philosophy 1",human,2006,,10.1080/00018730701223200,https://www.semanticscholar.org/paper/eaa297a60da9e93cab13ada065aaac0797a33fa7
cac88108ed7a7457463d7c5ede9c7db3b249f93b,medicine,Engineering precision nanoparticles for drug delivery,"Engineered nanoparticles offer significant potential to enhance drug delivery by overcoming biological barriers and improving therapeutic specificity. Despite extensive research and advances in nanoparticle design, clinical translation has been limited by challenges such as interspecies physiological differences, patient heterogeneity, and incomplete understanding of nanoparticle interactions in complex biological environments. Recent innovations in nanoparticle engineering—including the development of lipid-based, polymeric, and inorganic nanoparticles with tailored architectures and bioresponsive features—have enabled more precise targeting, improved stability, and controlled release of therapeutics. These advances align with the goals of precision medicine by facilitating individualized treatment strategies that account for genetic, environmental, and pathological variability among patients. This review discusses the progress in nanoparticle technologies for drug delivery, highlights strategies to address translational barriers, and emphasizes the importance of rational nanoparticle design to optimize both general and patient-specific therapeutic outcomes. The integration of biomaterials science and precision medicine principles is poised to drive the next generation of clinically effective nanomedicines for applications including cancer therapy, immunomodulation, and gene editing.",machine,2020,Nature reviews. Drug discovery,10.1038/s41573-020-0090-8,https://www.semanticscholar.org/paper/cac88108ed7a7457463d7c5ede9c7db3b249f93b
ab891721d230583649a4af16d8af6f602ff2f6b8,computer science,Adiabatic quantum computation is equivalent to standard quantum computation,"We prove that adiabatic quantum computation, in which a quantum system evolves under a slowly varying local Hamiltonian, is polynomially equivalent to the standard quantum circuit model. Specifically, we construct an efficient adiabatic simulation of any quantum algorithm, demonstrating that both models have the same computational power. This equivalence extends to physically realistic settings involving particles on a two-dimensional grid with nearest-neighbor interactions and to sparse Hamiltonians, making the results broadly applicable. Our findings provide a new perspective for designing quantum algorithms and studying fault tolerance by relating algorithmic questions to spectral properties of Hermitian matrices, thereby connecting quantum computation with areas such as mathematical physics, expander theory, and Markov chains. This work establishes adiabatic computation as a universal model for quantum computing and motivates further exploration of its practical and theoretical advantages.",machine,2004,45th Annual IEEE Symposium on Foundations of Computer Science,10.1137/080734479,https://www.semanticscholar.org/paper/ab891721d230583649a4af16d8af6f602ff2f6b8
7091cf6e8a802a989628a4bbf658a67bf913b151,biology,Oligodendrocytes: biology and pathology,"Oligodendrocytes are the myelinating cells of the central nervous system (CNS). They are the end product of a cell lineage which has to undergo a complex and precisely timed program of proliferation, migration, differentiation, and myelination to finally produce the insulating sheath of axons. Due to this complex differentiation program, and due to their unique metabolism/physiology, oligodendrocytes count among the most vulnerable cells of the CNS. In this review, we first describe the different steps eventually culminating in the formation of mature oligodendrocytes and myelin sheaths, as they were revealed by studies in rodents. We will then show differences and similarities of human oligodendrocyte development. Finally, we will lay out the different pathways leading to oligodendrocyte and myelin loss in human CNS diseases, and we will reveal the different principles leading to the restoration of myelin sheaths or to a failure to do so.",human,2009,Acta Neuropathologica,10.1007/s00401-009-0601-5,https://www.semanticscholar.org/paper/7091cf6e8a802a989628a4bbf658a67bf913b151
36ac92c8967c4f9af50f51315550927c807361bd,physics,A review of metasurfaces: physics and applications,"Metamaterials are composed of periodic subwavelength metal/dielectric structures that resonantly couple to the electric and/or magnetic components of the incident electromagnetic fields, exhibiting properties that are not found in nature. This class of micro- and nano-structured artificial media have attracted great interest during the past 15 years and yielded ground-breaking electromagnetic and photonic phenomena. However, the high losses and strong dispersion associated with the resonant responses and the use of metallic structures, as well as the difficulty in fabricating the micro- and nanoscale 3D structures, have hindered practical applications of metamaterials. Planar metamaterials with subwavelength thickness, or metasurfaces, consisting of single-layer or few-layer stacks of planar structures, can be readily fabricated using lithography and nanoprinting methods, and the ultrathin thickness in the wave propagation direction can greatly suppress the undesirable losses. Metasurfaces enable a spatially varying optical response (e.g. scattering amplitude, phase, and polarization), mold optical wavefronts into shapes that can be designed at will, and facilitate the integration of functional materials to accomplish active control and greatly enhanced nonlinear response. This paper reviews recent progress in the physics of metasurfaces operating at wavelengths ranging from microwave to visible. We provide an overview of key metasurface concepts such as anomalous reflection and refraction, and introduce metasurfaces based on the Pancharatnam–Berry phase and Huygens’ metasurfaces, as well as their use in wavefront shaping and beam forming applications, followed by a discussion of polarization conversion in few-layer metasurfaces and their related properties. An overview of dielectric metasurfaces reveals their ability to realize unique functionalities coupled with Mie resonances and their low ohmic losses. We also describe metasurfaces for wave guidance and radiation control, as well as active and nonlinear metasurfaces. Finally, we conclude by providing our opinions of opportunities and challenges in this rapidly developing research field.",human,2016,Reports on progress in physics. Physical Society,10.1088/0034-4885/79/7/076401,https://www.semanticscholar.org/paper/36ac92c8967c4f9af50f51315550927c807361bd
1259e240225ad5367058eb06071efb4bbeb7f1f9,environmental science,Between activism and science: Grassroots concepts for sustainability coined by Environmental Justice Organizations,"This paper examines the emergence and evolution of key sustainability concepts developed by Environmental Justice Organizations (EJOs) since the early 1980s, highlighting their dual role as both activists and contributors to political ecology. Drawing on collaborative research projects and case studies, the authors trace how EJOs have coined and popularized terms such as environmental justice, ecological debt, popular epidemiology, environmental racism, climate justice, food sovereignty, and others, which have subsequently influenced academic research and policy discourse. The analysis explores the contexts in which these grassroots concepts arose, their definitions, and the interconnections among them, demonstrating a dynamic process of mutual reinforcement between activism and scholarship. The paper argues that this iterative exchange has led to the co-production of a social science of sustainability rooted in activist knowledge, advancing both theoretical understanding and practical action for environmental justice.",machine,2014,,10.2458/V21I1.21124,https://www.semanticscholar.org/paper/1259e240225ad5367058eb06071efb4bbeb7f1f9
