TEXT;LANGUAGE;DOMAIN;CLASS;SYSTEM;;
7 El 15 de diciembre de 2006 la solicitante presentó su escrito de réplica.;ES;LEGAL;HUMAN;NONE;;
El consumidor europeo podrá pensar que la marca solicitada, al incorporar la palabra “SOL” pertenece a la oponente.;ES;LEGAL;HUMAN;NONE;;
Resulta imposible, en la práctica, que el titular de una marca pueda probar el uso de ésta para todas las variantes imaginables de los productos a los que afecta el registro.;ES;LEGAL;HUMAN;NONE;;
"39 El resto de productos solicitados en la clase 3, esto es, “preparaciones para blanquear y otras sustancias para la colada; preparaciones para limpiar, pulir, desengrasar y raspar; dentífricos”, no son considerados similares a ninguno de los servicios cubiertos por las marcas anteriores en las clases 35 y 42, por lo que la Sala confirma nuevamente la apreciación de disimilitud que contiene la resolución impugnada por lo que respecta a estos productos y servicios.";ES;LEGAL;HUMAN;NONE;;
Resulta del expediente que ni la División de Oposición ni el Departamento de Operaciones (que tramitó el procedimiento hasta la resolución) notificaron a las partes que la resolución se basaría en un enunciado de bienes y servicios en parte diferente del publicado.;ES;LEGAL;HUMAN;NONE;;
Además pueden tener los mismos canales de distribución.;ES;LEGAL;HUMAN;NONE;;
Las marcas coinciden en las letras “-DUL” que no tienen un significado expresamente conocido.;ES;LEGAL;HUMAN;NONE;;
24 Por último, con referencia a la apreciación del carácter efectivo del uso de la marca, deben tomarse en consideración todos los hechos y circunstancias apropiadas para determinar la realidad de su explotación comercial, en particular, los usos que se consideran justificados en el sector económico de que se trate y para mantener o crear cuotas de mercado en beneficio de los productos o de los servicios protegidos por la marca.;ES;LEGAL;HUMAN;NONE;;
El riesgo de confusión debe apreciarse globalmente, de acuerdo con la percepción que el público relevante tenga de los signos y de los productos en cuestión, teniendo en cuenta todos los factores pertinentes del supuesto concreto y particularmente la interdependencia necesaria entre la similitud de la marcas y de los productos o servicios.;ES;LEGAL;HUMAN;NONE;;
Quien sepa que la marca anterior distingue máquinas electrónicas de juego y se enfrente luego con cualquier clase de juego o juguete, electrónico o no, bajo la misma marca pensará lógicamente que la oponente ha extendido su negocio o ha autorizado a terceros a usar su marca.;ES;LEGAL;HUMAN;NONE;;
29 Por tanto, la Sala considera, contrariamente a lo dispuesto por la División de Oposición, que los servicios impugnados “servicios de ayuda, asistencia, asesoría, dirección y consultoría para la organización, administración, explotación, dirección y traspaso de negocios comerciales y/o empresas dedicadas exclusivamente a la comercialización -a través del sistema de venta directa -de productos cosméticos, de maquillaje, de perfumería, de cuidado de higiene y belleza personal”, son similares a los “servicios de venta al menor y mayor en comercios y a través de redes mundiales de informática de toda clase de productos de belleza, perfumería, cosmética, peluquería, cremas, estética, aceites esenciales y jabones” de la marca anterior de la clase 35.;ES;LEGAL;HUMAN;NONE;;
-La letra “E” de la marca impugnada podrá ser percibida al menos por una parte del público como la inicial de la palabra “ENERGY”.;ES;LEGAL;HUMAN;NONE;;
Sin embargo, es posible que el público relevante ni siquiera pronuncie el elemento “TORTILLERÍA” habida cuenta de su menor tamaño y su consiguiente escasa relevancia en el signo en su conjunto, por lo que, en tal caso, las marcas constarían de dos sílabas, siendo similares las segundas.;ES;LEGAL;HUMAN;NONE;;
35 De todos modos, si bien el carácter distintivo de la marca anterior debe tenerse en cuenta para apreciar el riesgo de confusión (29/09/1998, C-39/97, Canon, EU:C:1998:442, § 24), este solo es un elemento entre otros que intervienen en dicha apreciación.;ES;LEGAL;HUMAN;NONE;;
– Desde el punto de vista conceptual debe señalarse que en España, el término “VM” carece de significación.;ES;LEGAL;HUMAN;NONE;;
10 El 3 de octubre de 2008 la oponente presentó un recurso contra la resolución recurrida y el escrito con los motivos del recurso el 24 de octubre de 2008.;ES;LEGAL;HUMAN;NONE;;
Si la intención de la parte recurrente no es crear confusión en cuanto al origen de las marcas, lo adecuado hubiera sido solicitar la denominación JAMONES SEGURA en exclusiva.;ES;LEGAL;HUMAN;NONE;;
− La Oficina se basa en el artículo 15, apartado 2 del RMC, según el cual el uso realizado por esas otras empresas se ha efectuado con el consentimiento de la oponente y equivale al uso por la misma.;ES;LEGAL;HUMAN;NONE;;
PAMPLONICA para el siguiente producto: Clase 33 – Pacharán 2 El 14 de junio de 2005, Pamplonica, S.L.;ES;LEGAL;HUMAN;NONE;;
32 La Sala estima, al igual que la resolución impuganda, que la similitud constatada entre las marcas de que se trata es (más que) suficiente para que el público pueda establecer un vínculo entre ellas, tal como exige la aplicación del artículo 8, apartado 5, del RMC.;ES;LEGAL;HUMAN;NONE;;
Además es también más sencillo de retener y, sobre todo, es menos ambiguo en su transmisión a otro interlocutor.;ES;LEGAL;HUMAN;NONE;;
24 Según reiterada jurisprudencia, una marca compuesta solo puede considerarse similar a otra marca, idéntica o similar a uno de los componentes de la marca compuesta, si éste constituye el elemento dominante en la impresión de conjuntoproducida por la marca compuesta.;ES;LEGAL;HUMAN;NONE;;
En este sentido, la solicitante cita las resoluciones R 318/2000-3 de 13 de marzo de 2001 “PAGO / ARKO” y R 78/1999-3 de 12 de septiembre de 2000 “FOSTER / FROSTY”.;ES;LEGAL;HUMAN;NONE;;
Costas 32 Puesto que se desestima el recurso, procede decidir, de conformidad con el artículo 81, apartado 1 del RMC, que la oponente corra con las costas sufragadas por la solicitante en el correspondiente procedimiento.;ES;LEGAL;HUMAN;NONE;;
-Anexo 4 adjuntado al recurso por la parte recurrente sobre la solicitud de marca comunitaria nº 32.532 (Botella esmerilada blanca) y, en opinión de la parte recurrente, aplicable al supuesto por analogía: tras leer el estudio efectuado por un experto, profesor titular de Teoría de la Información sobre la marca solicitada, la Sala de recurso no llega a la misma conclusión que la parte recurrente cuando señala que el informe demuestra que el signo solicitado tiene un carácter distintivo intrínseco.;ES;LEGAL;HUMAN;NONE;;
Las marcas son similares conceptualmente al coincidir en la palabra HUMANITY, que será comprendida por el público de lengua inglesa, público respecto del cual las marcas resultan asimismo diferentes conceptualmente en la medida en que la marca solicitada incluye las palabras “AT WORK”, que, por otro lado, no hacen sino circunscribir el significado de la palabra HUMANITY, al ámbito del trabajo.;ES;LEGAL;HUMAN;NONE;;
"20 Por otra parte y según reiterada jurisprudencia, no cabe excluir que un conjunto de pruebas permita acreditar los hechos que se pretenden demostrar, aunque cada una de esas pruebas, considerada aisladamente, sea insuficiente para demostrar la exactitud de tales hechos (17/04/2008, C-108/07 P, Ferro, EU:C:2008:234, § 36; 24/05/2012, T-152/11, Mad, EU:T:2012:263, § 34).";ES;LEGAL;HUMAN;NONE;;
El Anexo III explica que el total facturado en el mercado de pan de molde en España en 2004 ascendió a 346,7 millones de euros, de los cuales la oponente facturó 204,9 millones de euros, es decir, el 59,1%.;ES;LEGAL;HUMAN;NONE;;
28 Por tanto, en lo que atañe a la comparación gráfica de los signos en conflicto, procede señalar, en primer lugar, que aunque las primeras cinco letras de la primera palabra del nombre comercial anterior son reproducidas en el elemento denominativo “LEVITY” de la marca solicitada, los signos opuestos presentan diferencias nada desdeñables.;ES;LEGAL;HUMAN;NONE;;
56, y de 10 de noviembre de 2011, T-22/10, “letra en un bolsillo”, ap.;ES;LEGAL;HUMAN;NONE;;
Esto se debe a que el público lee de izquierda a derecha (17/03/2004, T-183/02 & T-184/02, Mundicor, EU:T:2004:79, § 83, y 16/03/2005, T-112/03, Flexi Air, EU:T:2005:102, § 69-71).;ES;LEGAL;HUMAN;NONE;;
"Clase 32 -Cerveza; Aguas minerales y carbonatadas y otras bebidas no alcohólicas; Bebidas a base de frutas y zumos de frutas; Siropes y otras preparaciones para elaborar bebidas.";ES;LEGAL;HUMAN;NONE;;
El apartado 2 se aplicará a las marcas nacionales anteriores contempladas en el artículo 8, apartado 2, letra a), entendiéndose que el uso en la Comunidad queda sustituido por el uso en el Estado miembro en el que esté protegida la marca nacional anterior.” 13 En el caso que nos ocupa, la solicitante no pidió expresamente en la fase de oposición que el oponente presentase prueba de uso de su marca anterior española.;ES;LEGAL;HUMAN;NONE;;
De hecho, como indica la oponente, la harina es un componente habitual de los productos de aperitivo y snacks.;ES;LEGAL;HUMAN;NONE;;
7 Oportunamente, la parte recurrente interpuso recurso contra la resolución impugnada.;ES;LEGAL;HUMAN;NONE;;
15 En su réplica, la oponente sostiene que aunque los servicios de la clase 35 no incluyen ningún producto, no hay duda de que guardan relación con los productos de la clase 29 y con los servicios de restauración de la clase 43.;ES;LEGAL;HUMAN;NONE;;
El escrito de los motivos de recurso se envió el 13 de marzo del 2000.;ES;LEGAL;HUMAN;NONE;;
 La apreciación del uso efectivo implica una cierta interdependencia entre los factores que se toman en consideración.;ES;LEGAL;HUMAN;NONE;;
No obstante, ello no excluye que la impresión del conjunto producida en la memoria del público destinatario por una marca compuesta pueda, en determinadas circunstancias, estar dominada por uno o varios de sus componentes (véase sentencia de 6 de octubre de 2005, C-120/04, “Thomson Life”, ap.;ES;LEGAL;HUMAN;NONE;;
— En el caso presente, la oponente alega simplemente que el uso de la marca impugnada se aprovecharía indebidamente o sería perjudicial para el carácter distintivo o el renombre de las marcas anteriores.;ES;LEGAL;HUMAN;NONE;;
5 El 28 de noviembre de 2012, la solicitante presentó un recurso contra la resolución de la examinadora (“la resolución impugnada”), presentando el 28 de enero de 2013 su escrito exponiendo los motivos del recurso.;ES;LEGAL;HUMAN;NONE;;
13 Aunque es verdad que no había “diseño adjunto” al extracto – ya que éste figuraba en realidad dentro del formulario de oposición – el hecho de disponer de una imagen en blanco y negro y de la descripción era suficiente para que tanto la solicitante como la División de Oposición comprendieran donde estaban los colores y se representara correctamente la marca desde el punto de vista visual.;ES;LEGAL;HUMAN;NONE;;
Estos servicios tienen un destino y una utilización claramente distintos a los servicios oponentes para los que se habría acreditado un uso genuino de la marca oponente “servicios propios de una oficina dedicada a la elaboración de proyectos técnicos en el sector de la construcción de plantas industriales y obra civil”.;ES;LEGAL;HUMAN;NONE;;
" La Oficina ha registrado con anterioridad marcas de estructura similar, como: CTM nº 9 694 431, “Defining tomorrow, today”; IR nº 1 096 100, “The physician driven imaging solution”; o CTM nº 10 477 941, “Unmasking the social network of fraud”.";ES;LEGAL;HUMAN;NONE;;
Por otra parte, habida cuenta de que los productos de que se trata incluyen productos farmacéuticos, veterinarios, dietéticos para uso médico, productos de desratización, y herbicidas, el público relevante prestará un nivel elevado de atención a la hora de efectuar su compra.;ES;LEGAL;HUMAN;NONE;;
14 No cuestiona la parte recurrente la comparación hecha entre los respectivos productos enfrentados en la clase 25.;ES;LEGAL;HUMAN;NONE;;
En consecuencia, la coincidencia de ciertas palabras, las más dominantes y distintivas, es un elemento relevante para la percepción del consumidor y la impresión fonética producida no es, por lo tanto, muy diferente.;ES;LEGAL;HUMAN;NONE;;
La solicitante de la marca comunitaria tiene que demostrar que las marcas se utilizan realmente (resolución de 13 de abril de 2010, R1094/2009-2, «Business Royals», apdo.;ES;LEGAL;HUMAN;NONE;;
La palabra “JET” es el único elemento denominativo de las marcas anteriores y está íntegramente reproducida en la solicitud de marca comunitaria.;ES;LEGAL;HUMAN;NONE;;
− La resolución impugnada apreció adecuadamente la disparidad entre las clases 30 y 33.;ES;LEGAL;HUMAN;NONE;;
La resolución se basa esencialmente en el siguiente razonamiento:  Los productos impugnados de la clase 18 son idénticos a los del derecho anterior.;ES;LEGAL;HUMAN;NONE;;
− Gráficamente, las marcas son muy dispares, pues la marca solicitada se encuentra dispuesta en dos líneas, una debajo de la otra.;ES;LEGAL;HUMAN;NONE;;
-Las marcas de la oponente están concedidas con la denominación JAMONES DEL SERON en exclusiva, por lo que su capacidad opositora está justificada al contar con el respaldo que le otorga el derecho de inscripción.;ES;LEGAL;HUMAN;NONE;;
La solicitante de la marca comunitaria tiene que demostrar que las marcas en cuestión se utilizan realmente en el mercado (13/04/2010, R 1094/2009-2, BusinessRoyals, § 34).;ES;LEGAL;HUMAN;NONE;;
Por tanto, incluso un uso mínimo puede ser suficiente para ser calificado de efectivo, a condición de que se considere justificado, en el sector económico de que se trate, para mantener o crear cuotas de mercado para los productos o servicios protegidos por la marca (10/09/2008, T-325/06, Capio, EU:T:2008:338, § 32 y la jurisprudencia citada).;ES;LEGAL;HUMAN;NONE;;
36 La comparación fonética debe, al igual que la visual, basarse en la percepción de un consumidor atento.;ES;LEGAL;HUMAN;NONE;;
Por último, la palabra RIOJA, que aparece en las tres marcas anteriores, será fácilmente identificada por el público relevante relacionándola directamente con la región española de La Rioja, a la que se designa también Rioja, conocida mundialmente por su fama en la producción de vinos.;ES;LEGAL;HUMAN;NONE;;
La evaluación externa e independiente nos da credibilidad a la hora de sugerir iniciativas, cambios o acciones para el mayor provecho de la escuela.;ES;LEGAL;HUMAN;NONE;;
Teniendo en cuenta que los productos considerados idénticos o similares en distinta medida a los productos de la marca anterior están destinados a la alimentación animal o al uso por animales, se considera que este elemento es débil para estos productos, al hacer alusión a su destino.;ES;LEGAL;HUMAN;NONE;;
"98 Los productos ""pulverizadores para perfumar habitaciones; productos para perfumar el ambiente"" solicitados son similares a los ""productos de limpieza y desinfectantes"" de la marca DERMO figurativa de la oponente porque comparten naturaleza, ya que son sustancias químicas, y porque coinciden en su destino y utilización en cuanto que estos productos solicitados son productos que contribuyen a purificar el aire, estrechamente relacionado con la limpieza, que es la finalidad principal de los productos de la oponente.";ES;LEGAL;HUMAN;NONE;;
En concreto, la marca anterior española nº 1 807 967 consiste en la palabra “OPTICA” escrita en primer lugar en un tipo de letra estándar y en mayúsculas seguida de dos círculos, el primero de los cuáles contiene un dibujo de una columna sobre la que se encuentra la figura de una loba con dos niños debajo y el segundo la palabra “ROMA”, también en un tipo de letra estándar y en mayúsculas, con la letra “O” ligeramente inclinada hacia la derecha.;ES;LEGAL;HUMAN;NONE;;
Procede, igualmente, tomar en consideración el hecho de que el nivel de atención del consumidor medio puede variar en función de la categoría de productos o servicios contemplada (sentencia “Lloyd Schuhfabrik”, antes citada, ap.;ES;LEGAL;HUMAN;NONE;;
− La solicitante es titular a su vez de otros registros anteriores constituidos por el vocablo “ENVIALIA”, que son prioritarios respecto de las marcas oponentes nº 2 624 038, nº 2 829 466 ynº 2 888 585.;ES;LEGAL;HUMAN;NONE;;
La marca ha sido renovada hasta 2015 para los siguientes productos: Clase 25 - Calzados de todas clases, fornituras y accesorios para los mismos.;ES;LEGAL;HUMAN;NONE;;
La función de identificación de origen de una marca anterior no puede quedar amenazada por otra marca que no se registra hasta después de la expiración de la marca anterior.;ES;LEGAL;HUMAN;NONE;;
La marca solicitada contiene otros elementos, como la mención “Systems”, en caracteres sensiblemente más pequeños, así como un elemento gráfico en color azul en la letra “Q”, y diferentes colores para los elementos “Osmo” “Aqua” y “Systems”.;ES;LEGAL;HUMAN;NONE;;
− En relación al aprovechamiento del carácter distintivo o reputación de las marcas anteriores, se indica que su primera marca “La Española” data de 1945 y que sus marcas registradas “La Española” gozan de un alto reconocimiento y de una reputación en el mercado.;ES;LEGAL;HUMAN;NONE;;
"Clase 14 Metales preciosos y sus aleaciones y artículos de estas materias o de chapado no comprendidos en otras clases; joyería, bisutería, piedras preciosas; relojería e instrumentos cronométricos.";ES;LEGAL;HUMAN;NONE;;
19 El análisis conceptual de los signos comparados, finalmente, conduce a la conclusión de inexistencia de semejanza: “JOMA” es una palabra carente de significado aparente, tanto en abstracto, como en relación con los productos solicitados.;ES;LEGAL;HUMAN;NONE;;
Es por tanto la percepción del consumidor español la que debe ser tenida en cuenta.;ES;LEGAL;HUMAN;NONE;;
Las resoluciones de la OEPM no son vinculantes para la Oficina, que ha de resolver de acuerdo con el Derecho comunitario.;ES;LEGAL;HUMAN;NONE;;
Las otras expresiones contenidas en las marcas anteriores son, bien términos relativos a la calidad del jamón, o bien eslóganes publicitarios de tipo laudatorio.;ES;LEGAL;HUMAN;NONE;;
Cabe señalar que dada la falta de distintividad de los mencionados términos de la marca solicitada, es muy probable que el consumidor se refiera a ella por su elemento distintivo “Pocket shoes by Andrea Chenier”.;ES;LEGAL;HUMAN;NONE;;
De esta forma, si bien las personas o entidades que organizan los cursos de formación pueden utilizar dispositivos como los solicitados, el público no considerará que es esa misma empresa, o una relacionada, la que los fabrica.;ES;LEGAL;HUMAN;NONE;;
32 Consiguientemente, el recurso es desestimado y la resolución recurrida confirmada.;ES;LEGAL;HUMAN;NONE;;
"14 A tenor del artículo 7, apartado 2, del RMC el apartado 1 se aplicará incluso ""si los motivos de denegación sólo existieren en una parte de la Comunidad"".";ES;LEGAL;HUMAN;NONE;;
111 En cuanto al aprovechamiento indebido del carácter distintivo o del renombre de las marcas anteriores por el uso sin justa causa de la marca solicitada, ambos comprenden los supuestos en que existen una explotación evidente y un beneficio indebido de una marca renombrada o un intento de sacar provecho de su renombre.;ES;LEGAL;HUMAN;NONE;;
Sin duda, no existe posibilidad alguna de diferenciación con los de la marca recurrente, atribuyéndoseles incluso el mismo origen empresarial.;ES;LEGAL;HUMAN;NONE;;
D2 es una copia de unas páginas de “google images” referente a una búsqueda sobre la denominación “135Z10BK” que no presenta fechas de publicación sino fecha de impresión.;ES;LEGAL;HUMAN;NONE;;
El 8 de marzo de 2002, Sfera Editores España, S.L., (en lo sucesivo “la oponente”) presentó un escrito de oposición alegando principalmente riesgo de confusión (a tenor del artículo 8, apartado 1, letra b) del Reglamento (CE) nº 40/94 del Consejo, de 20 de diciembre de 1993, sobre la marca comunitaria (en lo sucesivo “RMC”) (DO CE 1994 nº L 11, p.;ES;LEGAL;HUMAN;NONE;;
Ambas marcas hacen referencia a quesos o a un queso en forma de torta (redonda), no obstante, este hecho no es relevante en sí mismo para generar un vínculo entre las dos marcas enfrentadas (más allá del que puede establecerse entre productos idénticos, dos quesos).;ES;LEGAL;HUMAN;NONE;;
Tal y como se señaló con anterioridad, de manera general, y salvo que existan circunstancias que lo contradigan, las partes iniciales son aquellas que atraen la atención de los consumidores (17.03.2004, T-183/02 & T-184/02, Mundicor, EU:T:2004:79, § 83, 27.10.2005, T-336/03, Mobilix, EU:T:2005:379, § 75 y 16.03.2005, T-112/03, Flexi Air, EU:T:2005:102, § 69-71).;ES;LEGAL;HUMAN;NONE;;
Por lo tanto, no prueban que la marca solicitada haya adquirido un carácter distintivo.;ES;LEGAL;HUMAN;NONE;;
La parte recurrente, Oxycal Laboratories Inc., presentó oposición al registro de dicha marca, en base a los motivos del artículo 8, apartado 1, letra b) del Reglamento (CE) nº 40/94 del Consejo de 20 de diciembre de 1993 sobre la marca comunitaria (a continuación “RMC”).;ES;LEGAL;HUMAN;NONE;;
Por lo que se refiere a la similitud gráfica, fonética o conceptual de las marcas en conflicto, esta apreciación global debe basarse en la impresión de conjunto producida por las marcas, teniendo en cuenta, en particular, sus elementos distintivos y dominantes.;ES;LEGAL;HUMAN;NONE;;
El 23 de junio de 2006 se remitió a las Salas de Recurso.;ES;LEGAL;HUMAN;NONE;;
La comparación conceptual es neutra, ya que ninguno de los signos enfrentados será vinculado con un concepto determinado por la mayor parte del público relevante.;ES;LEGAL;HUMAN;NONE;;
Este examen debe tener lugar en cada caso concreto.;ES;LEGAL;HUMAN;NONE;;
A la vista de lo anterior, la Sala concluye que el grado de complementariedad es claramente insuficiente para que el público relevante considere que nos encontramos ante productos y servicios similares, pues no están en competencia, no son intercambiables ni se dirigen, en términos generales, al mismo tipo de consumidor.;ES;LEGAL;HUMAN;NONE;;
Pretensiones y alegaciones de las partes 7 La parte recurrente presentó un recurso contra la resolución impugnada y posteriormente la correspondiente explicación de los motivos del recurso.;ES;LEGAL;HUMAN;NONE;;
– Estamos ante empresas que, aun en el sector de la alimentación, son distinguibles por cuanto una es una cadena de supermercados “ALIMERKA” teniendo sus productos su propia marca “ALIMERKA”, mientras “ALIMER” es la marca de una cooperativa de distintas distribuidoras de alimentos con proyección internacional (se adjuntan extractos de las dos páginas web relevantes: www.alimerka.es y www.alimer.es ).;ES;LEGAL;HUMAN;NONE;;
La instalación y el buen funcionamiento de una alarma son elementos imprescindibles para cualquier “servicio de vigilancia [o] protección”.;ES;LEGAL;HUMAN;NONE;;
Tratándose de marcas denominativamente prácticamente idénticas, el público consumidor inmediatamente les atribuirá el mismo origen empresarial, resultando el riesgo de asociación inevitable.;ES;LEGAL;HUMAN;NONE;;
Además, estos productos en conflicto se encuentran en secciones distintas en los supermercados y tiendas de alimentos.;ES;LEGAL;HUMAN;NONE;;
El aspecto fonético es especialmente importante, pues muchos muebles se anuncian por televisión y los consumidores intentan memorizar el nombre de la marca (en este caso, EBANO) para luego preguntar por ella en las tiendas.;ES;LEGAL;HUMAN;NONE;;
Aunque determinados elementos de prueba pueden ser insuficientes por sí solos para acreditar el uso de la marca anterior, pueden contribuir a acreditar el uso conjuntamente con otra documentación e información.;ES;LEGAL;HUMAN;NONE;;
Por su parte, el término “DORITOS” no significa nada en la lengua lusa, y en consecuencia será percibida como un término de fantasía.;ES;LEGAL;HUMAN;NONE;;
Así pues, para apreciar el carácter complementario de productos y servicios es preciso tomar en consideración la percepción de dicho público respecto de la importancia que para el uso de un producto o servicio tiene otro producto o servicio.;ES;LEGAL;HUMAN;NONE;;
– Por su carácter descriptivo y por tratarse de un término que se ha convertido en habitual en el lenguaje común, el impacto de la marca sobre el público destinatario será de naturaleza fundamentalmente descriptiva o genérica, eclipsando cualquier posible indicación de un origen empresarial y, por ende, carente de carácter distintivo para distinguir los productos y servicios solicitados en las clases 29, 35 y 43, de acuerdo con el artículo 7, apartado 1, letra b) y apartado 2 del RMC.;ES;LEGAL;HUMAN;NONE;;
solicitada el 16 de marzo de 1916, registrada el 2 de agosto de 1916 y debidamente renovada para “aceites de oliva” en clase 29.;ES;LEGAL;HUMAN;NONE;;
sobre la solicitud de marca comunitaria nº 3 476 918 registrada en la OAMI, a nombre de Autocity Espacios Comerciales, S.L.;ES;LEGAL;HUMAN;NONE;;
Por lo que se refiere a la similitud gráfica, fonética o conceptual de las marcas en conflicto, esta apreciación global debe basarse en la impresión de conjunto producida por las marcas, teniendo en cuenta, en particular, sus elementos distintivos y dominantes.;ES;LEGAL;HUMAN;NONE;;
La parte recurrida no presentó observaciones al recurso en el plazo que se le otorgó para hacerlo.;ES;LEGAL;HUMAN;NONE;;
Por razones de economía de procedimiento la Sala analizará asimismo en primer lugar las marcas comunitarias anteriores.;ES;LEGAL;HUMAN;NONE;;
– Por lo que respecta a la comparación de los productos enfrentados, se estima que los mismos son idénticos ya que los solicitados por el signo posterior están incluidos en el enunciado de la marca anterior.;ES;LEGAL;HUMAN;NONE;;
En su conjunto, el diseño impugnado contiene características diferentes del diseño anterior, debido a la presencia en el diseño impugnado del elemento 3), ausente en el diseño anterior.;ES;LEGAL;HUMAN;NONE;;
Además, las facturas aportan información sobre la dimensión económica y geográfica que la solicitante ha alcanzado en la “fabricación de toda clase de calzado” bajo la denominación social “CALZADOS PENELOPE S.L.”.;ES;LEGAL;HUMAN;NONE;;
El momento de referencia en el que debe apreciarse si la marca posee dicho carácter distintivo es la fecha de solicitud de la marca (11.06.2009, C-542/07 P, Pure Digital, EU:C:2009:362, § 60, y 11.02.2010, T-289/08, Deutsche BKK, EU:T:2010:36, § 60), en el caso que nos ocupa, el 20 de junio de 2008.;ES;LEGAL;HUMAN;NONE;;
Por ello, la conclusión de que existe semejanza entre ellos es válida.;ES;LEGAL;HUMAN;NONE;;
En la parte superior de la marca se encuentra el gráfico de un león colocado en posición vertical.;ES;LEGAL;HUMAN;NONE;;
"Clase 38 Servicios de telecomunicaciones; servicios telefónicos; servicios de telecomunicación móvil; servicios de acceso a un portal de internet; servicios de redes de telecomunicaciones móviles; servicios de telecomunicaciones de línea fija; acceso a las telecomunicaciones por banda ancha; servicios de banda ancha; servicios de comunicaciones consistentes en proporcionar acceso a múltiples usuarios a una red de información global computerizada (internet/intranet) para la transmisión y difusión de cualquier tipo de información, imagen o sonido; servicios de mensajería electrónica; servicios de expedición, transmisión y distribución de mensajes; servicios de acceso a transacciones comerciales a través de redes de comunicación electrónicas; servicios de difusión y transmisión de información a través de redes o Internet; facilitación de acceso a una red electrónica en línea para recuperar información; facilitación de conexiones de telecomunicación a Internet o a bases de datos; servicios de direccionamiento y de unión para telecomunicaciones; servicios de anuncios electrónicos; comunicaciones por redes de fibras ópticas; comunicaciones por terminales de ordenador; transmisión de mensajes y de imágenes asistida por ordenador; transmisión vía satélite, informaciones en materia de telecomunicaciones; agencias de información (noticias), transmisión de noticias y acontecimientos diarios, transmisión de despachos; servicios de difusión de emisiones; servicios de difusión de programas de televisión; servicios de emisión relacionados con TV por protocolo de Internet; suministro de acceso a TV por protocolo de Internet; servicios de acceso a Internet; servicio de mensajería de textos y de correo electrónico; servicios de información relacionados con las telecomunicaciones, prestados por medio de redes de telecomunicaciones; servicios de un proveedor de red, en concreto alquiler y manipulación de tiempos de acceso a redes de datos y bases de datos, en particular Internet; servicios de comunicaciones para acceder a bases de datos, acceso a bases de datos informáticas, alquiler de tiempos de acceso a una base de datos informática.";ES;LEGAL;HUMAN;NONE;;
Alegaciones de las partes 14 La oponente pide a la Sala que anule la resolución impugnada, estime la oposición, ordene la devolución de las costas a cuyo pago ha sido condenada y no le condene al pago de las costas que puedan devengarse del procedimiento de recurso.;ES;LEGAL;HUMAN;NONE;;
63 En consecuencia, la oposición basada en el artículo 8, apartado 5 del RMC debe desestimarse.;ES;LEGAL;HUMAN;NONE;;
Por tanto, los productos confrontados son de uso masivo, y consecuentemente van destinados al consumidor en general.;ES;LEGAL;HUMAN;NONE;;
"Por otro lado, la solicitante reitera los argumentos que planteó en su propio recurso sobre las diferencias entre los signos; la nula relación que existe entre los productos enfrentados; la falta de una línea argumental coherente por parte de la oponente para demostrar alguno de los ilícitos jurídicos que prevé el artículo 8, apartado 5 del RMC y la existencia de una causa debida en su favor para utilizar el signo solicitado.";ES;LEGAL;HUMAN;NONE;;
8 El 21 de junio de 2005 el recurso se sometió a la División de Oposición para su revisión prejudicial con arreglo a lo dispuesto en el artículo 60bis RMC.;ES;LEGAL;HUMAN;NONE;;
"Con el fin de poner remedio a cualquier deficiencia, se adjuntan extractos de la base de datos SITADEX en la que las representaciones gráficas de las marcas anteriores se encuentran en la última página y que en este caso no aparecen; extractos de las bases de datos SITADEX donde las representaciones gráficas de las marcas anteriores han sido manualmente recuperadas e imprimidas en un archivo aparte sin ninguna información textual; extractos de la base de datos de la Oficina TMview que incluyen la representaciones gráficas de las marcas anteriores.";ES;LEGAL;HUMAN;NONE;;
14 Es jurisprudencia constante del Tribunal de Justicia que la apreciación global de la similitud de las marcas debe basarse, por lo que se refiere a la similitud gráfica, fonética o conceptual de las marcas en conflicto, en la impresión de conjunto producida por éstas, teniendo en cuenta, en particular, sus elementos distintivos y dominantes (sentencias “Sabèl”, ap.;ES;LEGAL;HUMAN;NONE;;
Por lo tanto, las marcas tiene un bajo grado de similitud fonética.;ES;LEGAL;HUMAN;NONE;;
Por lo tanto, no cabe duda que todos los productos y servicios tienen un nexo suficiente como para poder tratarlos como un grupo homogéneo de productos y servicios.;ES;LEGAL;HUMAN;NONE;;
Sin embargo la solicitante no las ha presentado.;ES;LEGAL;HUMAN;NONE;;
Alegaciones de las partes 6 La parte recurrente solicita la revocación de la resolución impugnada y la aceptación de la solicitud de marca comunitaria para la totalidad de los productos y servicios.;ES;LEGAL;HUMAN;NONE;;
No es necesario que el uso de la marca sea siempre importante, desde el punto de vista cuantitativo, para calificarse de efectivo, ya que tal calificación depende de las características del producto o del servicio afectado en el mercado correspondiente.;ES;LEGAL;HUMAN;NONE;;
Por último solicita, por lo tanto, que sea rechazada dicha oposición.;ES;LEGAL;HUMAN;NONE;;
Las seis letras en que consiste la marca solicitada se encuentran incluidas en la marca anterior en idéntica secuencia, presentando ambas marcas coincidencia en sus vocales así como en sus cinco letras finales.;ES;LEGAL;HUMAN;NONE;;
